label	Group
AT1G79700.2	2
AT3G54320.3	2
AT3G54320.1	2
AT4G37750.1	2
AT1G72570.1	2
AT5G17430.1	2
AT1G16060.1	2
AT1G51190.1	2
AT5G57390.1	2
AT5G65510.1	2
AT5G10510.1	2
AT3G20840.1	2
AT5G67180.1	2
AT4G36920.1	2
AT4G36920.2	2
AT2G28550.3	2
AT5G10510.2	2
AT1G79700.1	1
AT1G16060.2	1
AT5G10510.3	1
AT2G41710.1	1
AT2G41710.2	1
AT2G28550.2	1
AT2G28550.1	1
AT3G54990.2	1
AT3G54990.1	1
AT2G39250.1	1
AT2G41710.3	1
AT5G60120.1	1
AT5G60120.2	1
